q1_hash,q2_hash,q1_freq,q2_freq
12995,35811,3,6
12996,8877,4,4
12997,36528,1,4
5252,8575,10,10
12998,35411,3,4
12999,3139,1,5
13000,5177,25,26
1379,20355,12,13
13001,1526,4,4
479,21030,4,5
3272,39716,16,1
13002,39717,6,5
6037,8126,53,17
5325,39718,10,1
2048,20411,49,27
2250,37760,37,15
13003,39719,1,5
8265,39720,9,4
1232,3504,14,5
7684,23128,8,12
13004,23818,1,10
7792,24560,8,7
13005,39721,2,4
13006,37539,6,9
13007,39722,5,1
12884,39723,5,5
13008,31531,1,13
499,7807,12,11
13009,501,1,8
13010,12380,6,23
13011,39724,5,1
13012,39725,5,2
13013,39726,7,1
13014,12945,1,13
13015,8840,2,5
13016,18188,1,16
13017,39727,4,1
13018,31135,7,9
9998,39728,6,6
1647,31323,7,9
3773,19429,6,7
13019,39729,4,1
2270,25692,24,13
13020,39730,4,1
13021,39731,4,4
10719,12896,4,4
13022,34587,10,17
9889,39732,8,8
13023,39733,7,5
13024,39734,11,1
4963,7737,17,25
330,1050,13,13
8764,23880,5,5
8055,14887,14,18
3591,23857,20,38
6144,32440,18,17
3675,429,32,32
8051,2617,15,39
1056,39735,12,3
2211,8982,20,21
13025,21325,7,4
13026,34497,11,12
13027,26319,1,15
7676,10628,5,4
8206,1137,24,19
3162,8527,13,13
13028,23101,1,5
13029,39736,4,1
13030,39737,6,6
13031,16195,1,4
4050,4998,8,11
4319,7203,40,42
13032,39417,15,6
9185,20538,36,29
9515,15022,9,13
13033,27892,1,5
9472,39738,5,1
13034,39739,4,1
5300,29746,7,5
1540,39740,7,1
65,38955,6,8
7019,39741,8,1
13035,34180,1,14
1014,1439,25,18
4370,39742,6,1
13036,31381,7,8
1841,18313,33,55
6945,84,18,30
13037,39743,5,1
13038,36737,1,4
13039,39744,4,1
13040,39745,5,1
12549,10476,5,5
9790,24261,5,6
13041,39746,4,2
13042,15100,5,5
1944,39747,7,1
529,16735,25,14
8486,7914,5,21
13043,23101,1,5
5497,21850,11,10
5406,6298,37,21
13044,22828,1,4
13045,1600,24,25
13046,25192,7,7
13047,39748,4,1
13048,25613,5,5
13049,39749,22,1
2637,3449,13,14
13050,39750,4,4
8059,39751,4,1
304,305,34,49
13051,39752,6,1
11281,36124,9,8
12651,25923,22,8
13052,35961,18,6
9734,27459,5,5
13053,8821,3,5
4695,39753,4,1
13054,39754,12,1
13055,34763,1,8
13056,2864,1,20
11341,17724,33,49
13057,34902,1,10
917,708,43,31
13058,39755,22,1
13059,19085,1,6
13060,2579,3,8
12758,24601,11,7
13061,20410,1,5
13062,19067,4,6
2492,39756,6,4
13063,22526,1,4
5466,9836,7,8
8002,15262,11,8
1008,11157,35,25
13064,21098,10,7
277,850,19,20
4871,946,13,11
10411,39757,4,1
13065,26156,9,10
13066,25645,1,4
4199,25471,47,28
3432,15496,27,27
13067,5542,1,5
13068,8494,1,8
13069,28643,3,4
12598,13361,6,6
7732,26069,11,4
12366,39758,7,1
13070,39118,5,5
4909,9967,13,14
13071,9200,1,4
13072,26962,5,10
1656,304,42,34
13073,39759,4,1
1530,35641,16,13
13074,39760,5,1
13075,23092,1,4
13076,6689,1,4
13077,25297,3,5
13078,39761,8,1
13079,5374,8,20
525,4165,26,27
13080,32802,5,6
529,25120,25,11
1490,15223,11,8
3113,9598,24,18
6467,18380,11,12
2794,15883,26,8
9729,39762,4,1
5946,8590,21,15
13081,8520,12,18
6369,2468,7,8
13082,35398,2,4
1144,3743,39,38
13083,7417,1,14
13084,39763,4,2
9921,39764,7,7
12651,7247,22,9
13085,35130,1,7
13086,27530,9,21
8333,9323,14,19
13087,39765,5,1
13088,26749,1,5
13089,36611,4,2
7763,37621,2,5
5831,11852,11,33
13090,39766,2,4
13091,39767,5,1
13092,34231,2,30
3356,21453,7,10
3058,1809,18,27
13093,38461,7,3
1678,16512,20,15
13094,28432,1,6
13095,39768,7,1
13096,15411,6,5
13097,347,2,7
13098,39769,4,1
13099,39770,5,1
1173,12642,36,27
13100,39771,5,1
13101,39772,4,1
13102,2796,2,5
4785,1491,28,42
10660,39773,4,1
734,23504,7,7
13103,6392,1,11
13104,11845,18,32
2274,39774,5,1
13105,8786,25,40
13106,37780,1,4
3902,6402,14,9
13107,29954,11,2
2623,39775,5,1
13108,39776,4,1
13109,29250,2,7
13110,13128,7,8
1548,1104,3,11
13111,39777,4,1
13112,39778,1,4
2838,8225,6,18
469,33042,30,33
13113,15026,5,8
13114,39779,4,1
45,4489,5,6
2651,39780,6,2
6961,2089,33,25
13115,32474,1,7
9072,7879,20,25
13116,39781,11,1
6057,24235,27,24
13117,39782,5,1
13118,39783,4,1
5130,3368,41,46
6368,18988,5,5
13119,13722,10,10
13120,951,1,6
458,39784,7,1
13121,39785,7,6
10402,26057,5,5
13122,7247,7,9
4642,637,17,14
13123,192,1,4
13124,14521,11,17
2299,31109,10,5
1067,39786,4,1
13125,39787,2,7
13126,36674,1,6
7141,7341,12,22
3222,28252,32,15
13127,34207,6,19
8559,34502,4,4
3766,688,32,30
4177,5622,26,27
13128,37526,8,8
5317,18589,16,17
6858,4903,5,7
13129,34969,1,105
13130,29663,1,4
13131,20796,5,5
11209,7738,5,4
4750,22690,23,23
13132,5764,16,21
3098,5480,43,48
634,17724,29,49
13133,39148,4,2
11699,14443,16,12
2771,35430,6,4
3274,9165,15,19
13134,23731,1,7
13135,21478,15,13
8783,3310,9,12
13136,39788,4,1
13137,8026,6,4
2896,3494,25,47
3564,39789,6,1
6653,11852,14,33
4054,7688,5,5
4730,21667,7,8
13138,34033,8,6
1371,31144,5,6
11205,10205,20,22
13139,21240,6,5
4130,21624,9,12
732,12002,30,7
13140,4633,5,6
13141,16071,4,5
3138,39790,14,2
13142,9137,10,10
13143,12775,1,18
13144,39791,5,1
13145,34795,5,20
2959,39792,4,2
13146,25743,1,4
3276,3264,9,9
12978,39793,40,1
13147,39794,5,1
9818,12919,18,13
13148,31941,1,5
6547,39795,4,8
12315,19102,9,11
2557,39796,5,1
13149,2466,1,4
6583,39797,5,1
3586,3625,17,17
2648,2799,18,18
1279,31067,4,3
3976,9712,10,12
5812,39798,5,6
2879,20963,12,18
1444,37725,13,13
1335,10205,20,22
12602,4288,17,27
13150,39799,4,1
13151,39800,5,1
13152,17934,4,2
5939,3810,49,43
6144,20970,18,17
13153,30578,4,4
461,30129,12,11
7190,39801,4,4
2850,11045,16,11
13154,24236,33,23
13155,11627,23,23
13156,39802,5,1
13157,32411,6,5
13158,38289,1,4
13159,19853,1,11
13160,36480,3,9
13161,39803,6,6
11013,33715,5,6
13162,25733,1,4
13163,10240,7,7
10912,35734,6,9
6254,39804,8,1
9333,39805,4,1
2952,11334,24,13
9482,38596,16,18
13164,33415,1,5
13153,31781,4,6
13165,39806,9,2
13166,3425,17,17
13167,35801,5,6
13168,23084,1,4
13169,39807,9,1
13170,30008,1,5
13171,27640,4,4
13172,18286,1,6
2913,1432,23,23
1008,9287,35,33
7009,34322,14,10
13173,1271,7,24
8842,22498,14,11
1096,38861,7,3
13174,1983,8,10
860,3700,25,39
2246,24811,22,28
13175,12766,16,17
5401,23219,14,12
13176,4901,1,13
6861,28970,13,13
13177,39808,5,1
1944,23683,7,6
13178,39809,4,1
13179,10949,13,11
807,8442,23,4
13156,39810,5,1
13180,28108,10,6
4785,16328,28,41
1977,39811,17,1
13181,39812,4,3
2413,5644,28,50
13182,1772,1,22
13183,11351,9,8
13184,713,21,23
13185,39813,5,1
13186,39814,1,5
13187,15825,2,15
13188,39815,3,4
13189,21210,1,4
3489,6102,42,33
12752,39816,8,1
13190,34259,2,11
13191,34245,1,15
13192,6051,1,5
5805,3179,39,31
5586,39817,5,1
4213,4881,11,7
13193,16244,3,6
10742,2637,15,13
13194,39818,1,11
5684,24345,7,4
13195,39819,4,1
3274,36484,15,16
1079,24033,31,33
13196,3608,9,10
2147,1126,18,13
13197,11290,24,23
13198,39820,4,1
8412,3700,8,39
2171,6514,9,24
13199,4089,1,8
9496,20449,15,25
13200,39821,5,1
13201,39822,4,1
7387,39823,8,1
13202,6880,1,16
9323,10335,19,15
13203,39824,1,6
13204,36825,5,5
13205,39825,5,1
5130,3494,41,47
11778,28221,4,6
13206,16606,1,10
13207,20000,5,5
13208,39720,10,4
5805,5994,39,30
13209,10223,1,10
13210,34196,2,12
13211,18224,2,5
13212,7177,1,5
13213,5144,1,4
219,10967,9,10
11709,26667,6,7
1174,32985,18,19
13214,24571,6,5
13215,20296,5,8
4906,17979,41,37
13216,23377,1,5
13217,36461,1,6
11396,39826,4,2
5465,34785,18,19
491,24814,38,18
2846,3724,19,19
11943,28615,11,9
5130,7203,41,42
2839,2544,10,12
6780,1529,5,4
13218,39827,4,1
2946,7774,25,31
12421,38771,14,9
1865,37289,22,15
6900,38252,6,4
13219,11090,6,7
1867,9083,22,35
13220,2727,6,7
668,39828,6,2
13221,6504,16,14
13222,39829,8,8
8327,9900,8,5
13223,39830,1,9
680,2439,16,15
13224,53,1,7
5122,9287,32,33
9193,18524,12,17
13225,7606,1,15
13226,32818,1,4
13227,201,1,19
13228,39831,5,1
13229,5455,4,75
13230,37276,5,2
897,35367,22,24
13231,39832,4,4
13232,3823,7,7
2341,39833,15,2
13233,36079,1,4
5697,39834,23,1
4961,18459,6,8
834,11209,6,5
10897,8992,12,17
13234,39835,5,5
3519,39836,6,1
13235,28950,1,39
6067,39837,11,1
6430,8210,17,19
9704,22734,18,36
2005,10542,13,19
2717,35606,12,11
13236,23680,1,4
13237,39838,4,1
13238,39839,1,5
13239,15485,1,6
13240,35134,2,35
13241,38385,1,13
13242,39840,1,5
11848,9068,9,9
13243,39841,8,1
462,39842,15,5
13244,20046,9,10
13245,14429,2,4
9842,39843,6,4
6224,39844,6,1
13246,13852,1,4
5952,39845,5,1
13247,36256,7,6
12551,39846,5,1
7044,16981,21,25
13248,414,10,6
5533,6044,7,24
13249,31134,1,4
13250,7685,1,5
7295,9659,11,10
525,8098,26,27
13251,37451,2,8
13252,5905,5,7
7519,208,5,10
13253,34775,1,7
13254,36149,1,4
124,9943,49,41
2993,457,13,15
13255,38016,1,5
13256,36235,6,3
2132,32849,5,5
10693,39847,4,1
13257,39848,6,1
13258,25609,9,10
4588,9293,51,20
3921,38457,18,31
13259,36829,1,4
556,25120,27,11
13260,39849,4,1
13261,39850,6,1
3477,31969,33,31
13262,34570,3,14
13263,35176,1,8
13264,36994,14,11
13265,35502,2,5
13266,39851,7,1
305,2787,49,25
13267,39852,5,2
8360,17107,4,3
13268,31989,4,31
1096,39853,7,1
2777,29449,4,6
2248,5323,9,7
6057,2120,27,28
4704,2628,6,7
13269,5759,11,15
270,3339,52,9
13270,17302,8,10
13271,7196,1,11
9303,2778,16,31
13272,39854,4,3
1122,10262,40,18
13273,1146,10,5
3015,3506,6,7
13274,39855,4,1
3679,429,23,32
4911,39856,6,1
13275,31823,11,10
13276,39857,5,2
13277,39663,5,4
13278,2765,19,20
13279,16073,14,27
7062,32998,16,2
13280,5025,12,12
3123,27424,25,15
7579,6059,16,9
13281,39858,1,6
13282,3887,4,26
2063,1732,7,6
6027,18342,8,8
13283,39859,6,2
13284,6243,1,5
13285,4262,5,5
13286,23934,2,4
13287,6413,1,10
10726,39860,6,1
689,4158,12,6
13288,25602,2,7
13289,23302,4,4
13290,17739,2,31
13291,39861,4,1
6821,39862,16,2
13166,18583,17,17
13292,16783,5,6
9656,7601,11,16
13293,39002,2,7
9584,31834,6,6
13294,39863,5,2
6131,6895,12,15
727,12873,15,24
13295,39864,7,5
1656,14628,42,26
9787,261,34,30
13296,35313,5,9
13297,21756,1,4
3125,7203,35,42
13298,2487,1,7
8886,39865,5,1
13299,1765,1,5
13300,25348,1,4
13301,2790,5,7
13302,13116,1,11
13303,12953,1,5
4810,20243,26,22
13304,39866,4,1
13305,28669,15,14
6027,4152,8,8
13306,17539,1,18
9552,39867,5,1
2199,37445,9,7
9900,35613,5,6
13307,23431,5,5
3417,39868,6,1
13308,18988,1,5
13309,10828,2,6
13310,11339,2,4
13311,39869,6,1
8273,22269,10,27
5519,24728,18,27
4906,4398,41,44
13312,18589,17,17
6688,23400,7,2
13313,35216,1,7
2069,18108,2,7
5216,11507,19,13
1397,39870,8,1
13314,39871,11,4
535,8944,13,4
6693,39872,6,1
3932,39873,6,1
13315,37990,1,4
13316,32948,2,17
13317,7237,1,5
13318,25534,5,5
12614,39874,9,1
13319,39875,4,1
12674,26558,8,7
1084,9644,18,12
13320,39876,6,1
13321,31619,1,5
5954,246,31,40
84,874,30,13
7482,8297,6,5
13322,20978,4,2
7838,34239,15,20
10678,38176,6,6
165,4288,27,27
13323,13690,9,8
13324,31442,1,4
2088,2533,4,4
451,23245,12,14
13325,17214,4,18
13326,22496,1,14
13327,34443,7,12
2937,3900,28,18
8050,8474,22,20
13328,39877,6,1
6972,24976,10,14
13329,3046,5,12
13330,13543,4,4
8832,2120,31,28
13331,26682,5,4
13332,39878,1,4
13333,2715,1,6
1262,536,16,15
4630,39879,2,4
5328,39880,10,1
4978,7677,16,12
952,39881,10,1
13334,39882,5,1
13335,29266,8,11
8484,2662,6,5
1326,35683,13,6
13336,3422,2,6
5294,32374,6,3
3182,30352,13,7
13337,22525,1,5
13338,39883,5,1
13339,39884,1,6
13340,22467,1,8
8260,32351,14,7
10457,3540,16,13
13341,13828,1,4
13342,14041,4,5
8992,4791,17,14
13343,268,2,24
13344,11000,13,11
13345,39885,6,1
6321,39886,4,2
13346,39887,1,10
973,15993,34,13
12223,3756,6,16
4208,21440,21,21
13347,5759,12,15
10904,39888,10,1
13348,39889,4,5
13349,34603,4,5
13350,10329,50,41
13351,2538,2,10
13352,21301,1,4
13353,39890,4,1
1414,39891,6,1
11465,13173,19,7
13354,28375,1,8
13355,4061,2,4
13356,22001,2,7
13357,18326,2,7
13358,38427,1,4
1918,39892,8,1
731,5201,16,17
8325,17879,9,9
13359,39893,4,1
2931,8632,17,19
13360,27251,1,4
897,11924,22,23
13361,9129,6,7
5266,39894,4,1
11639,8507,2,18
4952,39895,4,1
6496,39896,10,6
13362,28972,1,5
4373,32440,19,17
13363,8474,21,20
4055,12489,14,15
13364,39897,4,1
13365,39898,1,6
13366,14542,1,4
13367,32705,1,4
13368,39899,6,1
13369,35967,4,5
13370,12254,3,6
13371,39900,4,1
9722,39901,10,3
3361,8303,18,16
13372,1585,1,5
10651,26924,7,6
7212,134,11,11
9971,7321,13,15
13373,39902,5,1
7574,221,13,14
1130,9818,18,18
13374,11371,1,18
13375,13960,1,11
4553,1610,21,21
2320,9049,6,6
973,5120,34,19
13376,34419,6,6
13377,25276,6,12
11742,39903,7,1
1208,13727,10,10
13378,1104,1,11
2120,260,28,24
11839,13504,16,16
13379,23403,7,6
13380,24733,1,5
13381,39904,6,6
10647,39905,5,1
13382,39282,6,5
13383,39906,5,1
13384,37844,4,4
13385,39907,5,1
11900,39908,9,2
708,3542,31,37
13386,20964,1,7
3053,28215,7,5
13387,36493,5,9
9785,5562,12,12
2852,13064,6,10
13388,21645,2,5
11471,36535,8,7
1390,38519,6,6
13389,38549,4,5
3995,5372,31,23
12144,39909,6,1
13390,35811,1,6
12831,10663,19,17
13391,39910,4,1
2538,3244,10,6
2778,3063,31,23
4681,1300,25,33
13392,4005,2,6
13393,21423,2,5
1983,9078,10,15
13394,35219,6,5
3965,4132,9,9
13395,39911,4,1
13396,37862,3,4
216,16202,24,19
4057,29009,12,9
13397,15821,15,17
13398,39912,4,1
8565,16944,32,32
9272,1481,10,10
13399,7248,1,11
13400,26685,6,6
4071,5864,17,16
13401,7062,2,16
9676,28260,6,6
13402,39913,4,5
13403,36096,1,4
5357,12476,11,12
5620,18188,8,16
13404,39914,8,1
13405,26399,10,5
13406,12612,4,10
13407,7432,1,8
5621,12483,13,12
13408,5455,1,75
2857,39915,6,4
13409,33586,9,7
13410,36739,4,4
13411,24196,1,4
13412,8185,6,7
7902,169,3,19
13413,17526,1,4
4681,1904,25,21
3694,22690,27,23
2087,3452,32,35
4264,39916,4,4
13414,27338,1,4
113,10055,11,10
13415,24910,1,12
9784,39917,10,1
13416,385,16,15
13417,6054,17,21
13418,29334,8,6
7280,1991,21,23
13419,39918,4,1
178,11785,19,21
2978,16328,41,41
13420,18724,7,7
13421,25803,1,6
13422,39919,4,1
12066,18399,20,20
13423,6388,7,10
13424,38003,5,4
2073,3721,19,19
11928,33171,17,8
9143,39920,6,6
13425,22471,2,14
12421,7819,14,12
9165,23378,19,15
7291,5654,18,23
13426,39921,1,4
13427,35130,1,7
11687,23399,6,7
13428,36757,2,18
13429,36723,8,9
3973,11041,6,19
13430,27795,1,6
13431,20558,8,7
13432,39922,6,8
13433,38304,1,5
13434,5177,19,26
345,7969,23,48
13435,27792,2,8
13436,671,1,29
13437,17441,4,4
13438,3168,1,19
13439,39923,6,2
5949,27604,7,3
13440,3410,1,23
1681,12948,4,2
3109,12150,24,24
8007,4522,17,15
13441,17200,4,4
13442,6586,2,6
13443,38314,8,2
13444,8544,6,10
4088,39924,12,1
4207,37532,17,13
13445,8022,1,5
2198,1075,32,31
1255,12340,11,11
13446,6287,9,10
13447,39925,3,5
13448,38463,1,8
13449,36903,5,8
13450,39926,5,1
144,19325,5,5
13451,13935,1,16
2782,5943,15,15
9072,8590,20,15
13452,14519,6,6
2762,39927,6,1
1184,5384,9,10
13453,39928,1,8
6102,12333,33,23
13454,26762,1,5
13455,39929,5,5
12346,31756,13,8
7395,39930,7,5
13456,22059,1,4
13457,2587,10,13
10362,13350,27,50
13458,39077,10,4
13459,25827,1,4
13460,35774,3,4
13461,9925,1,11
13462,20821,1,48
547,2617,11,39
13463,6846,1,7
4176,16392,14,33
13464,13010,2,6
3849,27153,9,13
12456,20043,10,12
13465,2797,9,11
13466,37689,2,4
13467,39931,7,2
5273,39932,7,5
13468,5558,8,8
11195,38081,4,4
13469,96,1,8
6006,18210,9,6
13470,9309,11,16
3498,11668,16,9
5384,39933,10,1
13471,39934,4,1
8011,3804,14,14
10073,3152,7,6
6112,7625,16,15
13472,35605,1,4
10612,29504,8,4
11309,34669,8,8
13473,26011,1,8
13474,5539,4,15
10994,39935,7,1
4618,7013,27,27
1375,2490,31,33
13475,30257,1,4
5665,37040,16,13
13476,36101,4,4
13477,39936,4,2
5346,39937,8,1
3242,39938,12,1
13478,10967,9,10
13479,39939,8,2
13480,39940,6,4
13481,7202,4,4
2491,39941,4,2
13482,39942,5,4
13483,14727,10,12
2405,1346,18,15
1716,31758,13,13
13484,39943,4,1
13483,4893,10,13
13485,8188,1,7
5240,34936,16,6
3243,39944,7,1
13486,27137,8,8
13487,7294,1,4
13488,39945,5,1
6389,39946,15,1
13489,8863,1,5
13490,12380,1,23
3530,16301,2,6
3887,39947,26,1
13491,22234,1,10
13492,31925,20,30
12620,6477,32,31
13493,39948,5,2
5153,22569,17,4
13494,39949,4,1
13495,27700,1,12
13496,23633,6,6
3488,15488,8,4
13497,36027,14,14
13498,29107,4,4
13499,14385,1,11
13500,39950,4,1
13501,21697,1,11
13502,39951,12,1
13503,18518,1,5
890,30194,23,46
13504,1126,16,13
13505,35345,5,6
13506,2569,5,8
13507,1080,1,10
13508,36806,7,9
13509,36887,1,8
292,27155,22,11
13510,33393,5,5
10509,39952,6,1
13511,39953,4,1
13512,36316,1,6
13513,39954,6,1
4042,39955,21,1
13514,39956,1,4
13515,39925,4,5
9442,10202,5,7
13516,39957,5,1
5869,12214,14,17
9376,13279,14,14
8437,25991,6,7
7656,1694,16,5
10363,39958,4,1
5968,22050,12,5
13517,39959,5,4
13518,5341,1,4
13519,21812,12,17
8805,39960,5,4
13520,39961,7,1
13521,7486,1,7
13522,39962,4,1
5589,16342,23,16
9943,7361,41,47
13523,37333,6,16
4140,39963,4,1
3016,19710,21,25
13524,37665,9,4
13525,12958,1,11
4464,36933,6,6
8164,19218,8,4
2801,14250,24,25
13526,39964,5,1
13527,39965,5,3
10822,39966,4,1
313,22679,6,7
101,17532,44,24
13528,39967,13,1
12140,21183,27,12
13529,39968,4,5
13530,39969,1,4
13531,39970,2,5
13532,27530,17,21
8658,39971,4,1
13533,14191,2,4
13534,32845,4,7
13535,23881,1,6
8037,39972,8,1
13536,34501,6,5
7342,37080,6,6
13537,35202,6,6
13538,39973,5,5
1693,12283,13,14
987,124,33,49
13539,39974,1,4
13540,39975,15,1
13541,26923,1,6
2446,16570,20,20
8922,34969,6,105
4466,39976,4,5
10836,8967,24,23
9837,24238,7,13
13542,39977,7,7
13543,31072,4,3
13544,34842,4,3
13545,29635,1,6
13546,36973,1,5
13547,30196,14,14
13548,22006,1,6
13549,19770,4,5
13550,39978,6,4
7153,1953,21,24
13551,11609,9,10
7274,3841,28,30
13552,39979,4,1
11541,4147,14,15
13553,19520,1,10
5772,9980,20,21
4924,10882,15,14
13554,39980,7,1
13555,7913,1,7
536,4522,15,15
556,11386,27,24
817,39981,4,1
13556,39982,4,6
13557,20796,2,5
13558,39708,5,2
13559,35823,32,14
13560,39983,7,1
13561,5051,1,10
13562,36132,1,12
3423,1147,37,28
4546,7170,12,5
10474,39984,7,1
6315,21553,4,5
13563,35364,4,2
2350,3966,39,26
13564,19181,1,9
9248,39985,5,1
10081,39986,12,1
7432,35334,8,5
13565,26529,4,5
13566,38463,1,8
13567,11413,3,6
13568,9454,5,6
13569,2800,1,12
13570,16141,3,6
834,39987,6,1
7910,5398,5,6
13571,14239,3,6
5547,39988,6,1
13572,36201,1,4
6511,8796,5,5
7081,18319,5,5
13573,39989,4,1
13574,26842,3,4
13575,1253,5,18
8565,1947,32,32
9072,13155,20,23
13576,39990,2,7
9785,3681,12,13
224,761,17,18
2128,8579,14,14
13577,27071,1,5
4206,3044,4,5
13578,4635,1,5
13579,34647,5,8
1463,18313,31,55
13580,38519,2,6
13581,39991,7,1
8656,4043,19,21
13582,16903,2,8
13583,10855,5,8
13584,39992,5,5
13585,29183,3,6
10267,13154,31,33
13586,4361,6,5
2208,16021,26,12
13587,39993,4,1
6826,9196,23,20
8171,39994,7,1
13588,39995,10,3
13589,25429,1,4
13590,1838,1,5
3265,35408,27,12
4353,9327,13,6
13591,15089,1,21
13592,22835,1,10
13593,3017,1,4
13594,39996,5,7
2192,39997,4,1
13595,18489,5,2
13596,4762,2,12
5202,25846,14,12
3143,16251,15,9
13597,38447,10,5
13345,39998,6,1
9641,4681,23,25
13598,24292,1,11
13599,19377,1,6
13600,29751,4,4
2925,39999,8,1
13601,40000,4,2
1420,8043,13,8
13602,40001,6,2
250,8033,12,18
13603,40002,10,1
8579,20879,14,14
3113,1439,24,18
13604,13329,6,5
13605,27414,3,9
13606,20968,12,9
3741,27116,4,4
12305,40003,11,2
13607,40004,5,1
10413,16247,8,8
10142,2470,5,2
13608,40005,6,1
7001,7889,4,24
13609,35123,6,5
13610,5455,2,75
13611,17338,8,10
13612,12681,6,7
13613,16784,1,5
76,26063,13,8
6938,22897,12,4
11617,27842,24,29
13614,40006,5,1
13615,40007,5,1
13616,24809,5,5
5723,24817,24,7
13617,22569,16,4
13618,34605,7,6
13619,6471,1,26
7615,40008,6,1
1241,40009,5,1
13620,40010,5,1
13621,26977,1,33
6907,2931,20,17
8069,40011,4,1
3004,16603,7,8
8707,40012,4,5
57,8590,24,15
13622,6411,5,5
13586,7491,6,5
260,5685,24,24
7923,40013,5,1
13623,40014,4,1
13624,1157,1,14
13625,38644,1,5
7740,39278,10,15
13626,35476,4,4
8362,40015,12,2
13627,1324,1,5
4702,34409,17,18
6902,40016,4,5
4161,21683,5,5
13269,5680,11,17
13628,40017,6,1
3184,19335,34,30
12150,13124,24,11
6070,40018,20,1
13629,3137,7,2
13630,40019,1,4
13631,37136,8,7
13632,40020,5,1
7891,236,27,146
13633,35001,1,5
754,8967,24,23
13634,36004,8,10
6327,25694,13,9
5065,10109,13,16
13635,24612,1,6
5317,13347,16,12
13636,40021,1,4
424,40022,6,1
3427,15325,28,49
1011,20855,4,2
2605,937,19,22
2324,20214,10,10
13637,35665,5,4
13638,40023,5,4
13639,36666,8,10
13640,15963,1,5
13641,36770,10,5
13642,18775,1,6
13643,29459,1,5
10360,31254,6,4
1575,40024,10,1
9422,40025,4,1
13644,35670,8,8
6388,40026,10,1
13645,38872,11,11
13646,24877,1,17
4995,1904,33,21
2152,2455,18,20
9833,40027,5,1
1188,4165,26,27
13647,7371,1,6
2020,14319,5,5
2353,1723,12,42
1273,40028,28,1
13648,40029,6,1
13649,2214,1,6
13650,40030,1,4
13651,22417,5,5
13652,35339,1,5
12779,40031,5,1
13653,18066,20,2
